B0,B1,B2,Label
-42,-50,-51,11
-41,-49,-52,11
-42,-50,-53,11
-42,-50,-54,11
-42,-49,-52,11
-42,-49,-52,11
-42,-49,-52,11
-42,-50,-52,11
-41,-50,-53,11
-41,-49,-53,11
-42,-50,-52,11
-41,-50,-53,11
-42,-50,-53,11
-42,-49,-52,11
-41,-50,-53,11
-42,-50,-53,11
-42,-50,-53,11
-42,-50,-49,11
-42,-51,-51,11
-41,-47,-52,11
-41,-47,-52,11
-41,-48,-52,11
-41,-48,-51,11
-41,-48,-51,11
-45,-50,-51,11
-42,-52,-51,11
-42,-46,-50,11
-42,-46,-51,11
-42,-46,-51,11
-45,-46,-50,11
-42,-46,-51,11
-42,-46,-51,11
-43,-50,-51,11
-42,-47,-51,11
-41,-46,-51,11
-42,-46,-51,11
-43,-46,-50,11
-42,-52,-51,11
-44,-46,-50,11
-42,-46,-49,11
-42,-48,-51,11
-42,-45,-51,11
-42,-48,-49,11
-42,-46,-50,11
-42,-51,-50,11
-42,-47,-50,11
-41,-45,-50,11
-42,-47,-50,11
-42,-46,-50,11
-41,-47,-49,11
-42,-47,-50,11
-42,-45,-50,11
-42,-46,-50,11
-47,-55,-51,12
-48,-55,-51,12
-47,-53,-50,12
-48,-54,-52,12
-47,-53,-51,12
-48,-55,-51,12
-47,-55,-50,12
-48,-55,-51,12
-47,-55,-50,12
-48,-54,-51,12
-49,-55,-50,12
-47,-54,-51,12
-47,-55,-51,12
-48,-52,-51,12
-47,-55,-51,12
-47,-55,-51,12
-47,-55,-51,12
-47,-53,-51,12
-47,-55,-52,12
-47,-54,-51,12
-57,-55,-51,12
-48,-55,-51,12
-48,-55,-51,12
-48,-56,-52,12
-48,-55,-51,12
-47,-55,-51,12
-52,-55,-52,12
-55,-55,-50,12
-55,-54,-51,12
-52,-54,-52,12
-52,-55,-51,12
-52,-53,-51,12
-47,-55,-51,12
-48,-54,-51,12
-47,-55,-51,12
-47,-55,-51,12
-47,-53,-51,12
-47,-54,-51,12
-47,-55,-52,12
-47,-54,-51,12
-49,-53,-51,12
-47,-55,-51,12
-47,-54,-51,12
-48,-55,-51,12
-48,-56,-51,12
-48,-55,-51,12
-47,-54,-50,12
-47,-56,-51,12
-47,-55,-51,12
-48,-52,-51,12
-47,-53,-51,12
-47,-54,-51,12
-47,-54,-51,12
-47,-55,-52,12
-47,-56,-51,12
-47,-55,-51,12
-46,-55,-51,12
-48,-54,-52,12
-47,-56,-50,12
-48,-52,-51,12
-47,-53,-50,12
-47,-53,-51,12
-47,-53,-51,12
-48,-53,-51,12
-47,-53,-51,12
-47,-53,-51,12
-48,-53,-51,12
-48,-53,-50,12
-47,-54,-51,12
-47,-52,-50,12
-47,-53,-51,12
-47,-53,-50,12
-48,-53,-50,12
-47,-53,-51,12
-48,-53,-50,12
-47,-52,-51,12
-47,-53,-50,12
-48,-52,-51,12
-48,-53,-51,12
-47,-52,-51,12
-47,-53,-50,12
-48,-53,-50,12
-47,-53,-51,12
-48,-52,-50,12
-47,-52,-51,12
-48,-53,-50,12
-47,-53,-51,12
-48,-53,-50,12
-47,-52,-50,12
-47,-53,-51,12
-47,-52,-50,12
-47,-53,-50,12
-47,-53,-51,12
-47,-52,-50,12
-48,-53,-51,12
-48,-52,-51,12
-47,-52,-51,12
-48,-53,-51,12
-47,-53,-51,12
-47,-53,-51,12
-47,-52,-51,12
-48,-52,-51,12
-47,-54,-51,12
-54,-52,-50,12
-48,-53,-48,12
-48,-53,-50,12
-48,-53,-50,12
-48,-53,-50,12
-47,-53,-50,12
-47,-53,-49,12
-47,-53,-50,12
-48,-54,-49,12
-47,-54,-50,12
-48,-53,-50,12
-47,-52,-50,12
-48,-53,-50,12
-47,-53,-49,12
-47,-53,-52,12
-48,-53,-52,12
-47,-52,-50,12
-25,-54,-54,13
-27,-54,-54,13
-26,-52,-54,13
-27,-54,-52,13
-27,-58,-55,13
-26,-53,-55,13
-26,-53,-54,13
-27,-53,-53,13
-26,-54,-55,13
-26,-54,-52,13
-26,-54,-54,13
-26,-53,-51,13
-28,-54,-52,13
-27,-54,-53,13
-26,-54,-53,13
-27,-53,-50,13
-26,-54,-54,13
-26,-55,-53,13
-26,-54,-53,13
-26,-52,-52,13
-28,-54,-55,13
-26,-55,-54,13
-28,-55,-52,13
-27,-57,-53,13
-27,-56,-54,13
-28,-55,-54,13
-27,-53,-55,13
-27,-53,-53,13
-28,-56,-53,13
-28,-54,-54,13
-27,-58,-53,13
-28,-53,-55,13
-27,-54,-53,13
-27,-55,-54,13
-27,-54,-54,13
-26,-63,-55,13
-28,-53,-54,13
-27,-56,-52,13
-27,-54,-54,13
-27,-54,-53,13
-28,-53,-54,13
-30,-54,-54,13
-27,-54,-54,13
-27,-55,-54,13
-28,-55,-52,13
-28,-55,-55,13
-28,-52,-54,13
-27,-54,-55,13
-27,-55,-51,13
-28,-59,-55,13
-28,-57,-51,13
-29,-53,-54,13
-27,-50,-54,13
-27,-54,-54,13
-28,-52,-52,13
-28,-54,-54,13
-28,-56,-55,13
-27,-54,-56,13
-27,-54,-52,13
-27,-54,-55,13
-27,-54,-55,13
-27,-54,-54,13
-28,-53,-53,13
-28,-56,-53,13
-27,-56,-51,13
-26,-56,-53,13
-27,-57,-52,13
-28,-56,-53,13
-27,-56,-52,13
-26,-56,-53,13
-27,-57,-52,13
-28,-58,-53,13
-28,-55,-51,13
-27,-57,-51,13
-28,-57,-51,13
-28,-57,-53,13
-28,-57,-52,13
-27,-56,-53,13
-27,-56,-53,13
-27,-57,-53,13
-28,-55,-54,13
-28,-57,-53,13
-27,-57,-53,13
-28,-56,-52,13
-28,-58,-52,13
-27,-56,-53,13
-26,-54,-51,13
-27,-57,-52,13
-27,-56,-53,13
-28,-57,-54,13
-27,-56,-52,13
-28,-57,-53,13
-27,-56,-52,13
-27,-59,-52,13
-28,-57,-51,13
-27,-56,-51,13
-27,-57,-52,13
-27,-53,-52,13
-28,-57,-53,13
-27,-59,-51,13
-27,-57,-53,13
-27,-59,-52,13
-27,-57,-54,13
-27,-58,-54,13
-27,-55,-54,13
-27,-55,-51,13
-27,-57,-52,13
-27,-57,-53,13
-28,-57,-52,13
-27,-57,-54,13
-27,-55,-52,13
-27,-58,-51,13
-27,-57,-53,13
-27,-57,-52,13
-27,-55,-53,13
-27,-55,-53,13
-27,-66,-52,13
-25,-55,-51,13
-24,-56,-53,13
-25,-56,-57,13
-31,-48,-57,14
-32,-48,-56,14
-31,-47,-55,14
-31,-49,-56,14
-32,-49,-56,14
-32,-48,-56,14
-31,-47,-56,14
-31,-48,-57,14
-31,-47,-56,14
-32,-47,-56,14
-32,-49,-56,14
-32,-47,-57,14
-32,-49,-56,14
-32,-47,-56,14
-31,-49,-55,14
-32,-48,-56,14
-31,-48,-56,14
-31,-48,-56,14
-31,-47,-57,14
-31,-47,-56,14
-31,-47,-56,14
-32,-48,-55,14
-32,-47,-57,14
-31,-48,-57,14
-32,-47,-55,14
-32,-48,-55,14
-32,-47,-56,14
-32,-47,-56,14
-32,-47,-56,14
-32,-47,-55,14
-32,-47,-56,14
-31,-47,-56,14
-32,-49,-56,14
-32,-47,-56,14
-32,-47,-56,14
-32,-46,-55,14
-30,-47,-56,14
-33,-47,-55,14
-32,-47,-56,14
-32,-47,-54,14
-32,-47,-55,14
-32,-47,-56,14
-32,-48,-56,14
-32,-48,-57,14
-32,-46,-56,14
-32,-50,-56,14
-32,-48,-56,14
-32,-47,-56,14
-31,-47,-56,14
-32,-48,-56,14
-31,-47,-57,14
-32,-48,-56,14
-32,-47,-56,14
-32,-47,-55,14
-33,-47,-55,14
-32,-48,-56,14
-31,-47,-56,14
-30,-46,-57,14
-30,-47,-65,14
-32,-47,-55,14
-30,-47,-56,14
-30,-46,-54,14
-30,-47,-55,14
-29,-47,-55,14
-30,-46,-55,14
-30,-47,-55,14
-30,-47,-55,14
-30,-46,-55,14
-30,-47,-55,14
-29,-47,-55,14
-30,-47,-54,14
-30,-48,-54,14
-30,-46,-54,14
-29,-46,-55,14
-30,-46,-54,14
-30,-47,-56,14
-30,-46,-55,14
-30,-46,-57,14
-29,-47,-56,14
-30,-48,-56,14
-30,-48,-55,14
-30,-47,-55,14
-27,-45,-53,14
-31,-47,-51,14
-31,-47,-52,14
-31,-44,-52,14
-31,-44,-54,14
-30,-44,-53,14
-31,-44,-52,14
-30,-44,-53,14
-31,-46,-52,14
-31,-44,-54,14
-30,-46,-54,14
-31,-47,-53,14
-30,-44,-51,14
-31,-45,-53,14
-30,-44,-53,14
-31,-44,-53,14
-30,-45,-53,14
-30,-47,-53,14
-31,-46,-54,14
-30,-43,-54,14
-30,-44,-52,14
-30,-44,-53,14
-31,-45,-53,14
-31,-44,-53,14
-31,-46,-53,14
-31,-47,-52,14
-30,-46,-52,14
-30,-46,-53,14
-30,-46,-54,14
-30,-44,-54,14
-30,-49,-52,14
-28,-46,-55,14
-29,-46,-51,14
-29,-45,-52,14
-29,-46,-52,14
-30,-44,-51,14
-29,-48,-50,14
-29,-47,-54,14
-41,-49,-51,15
-39,-51,-50,15
-41,-50,-50,15
-40,-50,-51,15
-40,-49,-51,15
-40,-50,-51,15
-50,-54,-49,15
-48,-49,-51,15
-41,-50,-50,15
-41,-48,-50,15
-54,-47,-51,15
-41,-49,-50,15
-39,-49,-49,15
-40,-48,-51,15
-40,-50,-49,15
-40,-50,-50,15
-41,-48,-50,15
-41,-51,-50,15
-40,-51,-50,15
-40,-50,-50,15
-40,-50,-50,15
-40,-50,-50,15
-40,-50,-51,15
-40,-47,-49,15
-40,-49,-51,15
-40,-50,-49,15
-40,-50,-51,15
-40,-48,-51,15
-40,-48,-51,15
-40,-50,-50,15
-42,-50,-51,15
-41,-49,-51,15
-40,-49,-51,15
-40,-49,-51,15
-41,-50,-52,15
-40,-51,-50,15
-41,-47,-50,15
-41,-49,-50,15
-40,-49,-50,15
-41,-49,-50,15
-41,-50,-50,15
-48,-51,-52,15
-41,-50,-51,15
-40,-50,-51,15
-41,-48,-51,15
-44,-49,-48,15
-42,-49,-51,15
-42,-49,-52,15
-42,-51,-50,15
-42,-49,-50,15
-43,-50,-52,15
-43,-50,-50,15
-42,-48,-50,15
-42,-49,-52,15
-42,-50,-51,15
-44,-50,-52,15
-43,-50,-51,15
-42,-50,-50,15
-43,-50,-50,15
-43,-50,-50,15
-42,-51,-50,15
-42,-50,-52,15
-42,-50,-52,15
-42,-50,-51,15
-42,-47,-52,15
-42,-51,-51,15
-42,-51,-52,15
-43,-50,-51,15
-43,-51,-52,15
-45,-48,-52,15
-47,-53,-51,15
-43,-49,-51,15
-42,-51,-52,15
-42,-50,-52,15
-42,-51,-52,15
-42,-49,-50,15
-42,-50,-50,15
-42,-49,-50,15
-42,-50,-52,15
-42,-50,-50,15
-42,-49,-52,15
-41,-51,-51,15
-42,-50,-51,15
-42,-50,-50,15
-42,-50,-51,15
-42,-50,-51,15
-43,-51,-52,15
-43,-51,-52,15
-42,-49,-52,15
-42,-50,-51,15
-42,-51,-52,15
-42,-49,-51,15
-42,-50,-51,15
-42,-51,-50,15
-42,-50,-51,15
-42,-50,-51,15
-41,-50,-52,15
-42,-50,-52,15
-42,-50,-51,15
-42,-51,-52,15
-42,-50,-50,15
-42,-51,-52,15
-42,-50,-52,15
-41,-50,-52,15
-42,-51,-52,15
-42,-51,-52,15
-41,-51,-49,15
-46,-48,-51,15
-42,-52,-50,15
-42,-50,-50,15
-42,-47,-50,15
-41,-52,-52,15
-50,-53,-50,15
-62,-54,-51,15
-43,-50,-51,15
-42,-51,-52,15
-42,-48,-50,15
-42,-49,-50,15
-43,-50,-48,15
-42,-50,-50,15
-52,-53,-46,16
-49,-55,-45,16
-50,-53,-45,16
-48,-52,-44,16
-49,-61,-45,16
-49,-52,-45,16
-49,-52,-45,16
-50,-52,-45,16
-48,-63,-45,16
-50,-52,-45,16
-48,-52,-45,16
-48,-53,-44,16
-49,-53,-44,16
-48,-53,-45,16
-51,-52,-45,16
-49,-52,-45,16
-52,-52,-45,16
-49,-52,-45,16
-48,-52,-44,16
-49,-53,-45,16
-49,-52,-45,16
-49,-53,-45,16
-48,-52,-45,16
-51,-52,-43,16
-49,-52,-45,16
-48,-53,-44,16
-48,-52,-45,16
-47,-53,-44,16
-49,-54,-45,16
-48,-52,-45,16
-49,-53,-44,16
-48,-54,-45,16
-50,-51,-45,16
-50,-54,-44,16
-48,-53,-45,16
-49,-52,-46,16
-49,-52,-45,16
-48,-52,-45,16
-49,-52,-44,16
-51,-53,-44,16
-49,-53,-44,16
-50,-55,-45,16
-50,-53,-44,16
-49,-61,-45,16
-50,-52,-44,16
-49,-52,-45,16
-49,-53,-45,16
-49,-53,-46,16
-49,-51,-45,16
-49,-55,-44,16
-48,-51,-45,16
-49,-53,-47,16
-49,-53,-45,16
-49,-53,-45,16
-49,-55,-44,16
-48,-53,-45,16
-49,-52,-45,16
-49,-55,-45,16
-49,-52,-45,16
-50,-53,-45,16
-49,-54,-45,16
-50,-53,-46,16
-48,-53,-46,16
-50,-53,-45,16
-49,-53,-45,16
-49,-53,-45,16
-51,-52,-45,16
-49,-52,-44,16
-49,-53,-46,16
-49,-52,-45,16
-50,-52,-45,16
-50,-52,-46,16
-49,-52,-45,16
-50,-52,-45,16
-49,-52,-45,16
-49,-52,-45,16
-49,-51,-45,16
-48,-52,-44,16
-49,-51,-44,16
-50,-55,-44,16
-49,-55,-46,16
-49,-52,-45,16
-53,-77,-46,16
-49,-61,-46,16
-50,-55,-45,16
-49,-51,-45,16
-49,-51,-46,16
-49,-55,-45,16
-51,-55,-45,16
-51,-51,-44,16
-49,-51,-45,16
-50,-52,-45,16
-49,-55,-46,16
-49,-63,-44,16
-49,-55,-45,16
-50,-52,-45,16
-49,-52,-45,16
-49,-52,-45,16
-49,-52,-45,16
-49,-52,-44,16
-50,-61,-45,16
-51,-52,-45,16
-49,-52,-45,16
-49,-52,-45,16
-49,-52,-45,16
-50,-51,-45,16
-51,-52,-44,16
-48,-52,-45,16
-49,-51,-45,16
-49,-54,-45,16
-50,-52,-45,16
-48,-51,-45,16
-49,-52,-45,16
-48,-52,-45,16
-49,-53,-45,16
-49,-55,-45,16
-49,-52,-46,16
-49,-52,-46,16
-49,-52,-45,16
-51,-56,-46,16








